official_symbol,aka
ZNF362,lin-29
ZNF366,DCSCRIPT
ZNF366,DC-SCRIPT
ZNF367,AFF29
ZNF367,ZFF29
ZNF367,CDC14B
ZNF382,KS1
ZNF383,HSD17
ZNF383,Zfp383
ZNF384,NP
ZNF384,CIZ
ZNF384,NMP4
ZNF384,CAGH1
ZNF384,ERDA2
ZNF384,TNRC1
ZNF384,CAGH1A
ZNF385A,HZF
ZNF385A,RZF
ZNF385A,ZFP385
ZNF385A,ZNF385
ZNF385B,ZNF533
ZNF385D,ZNF659
ZNF391,dJ153G14.3
ZNF394,ZSCAN46
ZNF394,ZKSCAN14
ZNF395,PBF
ZNF395,PRF1
ZNF395,HDBP2
ZNF395,PRF-1
ZNF395,HDBP-2
ZNF395,HDRF-2
ZNF395,Si-1-8-14
ZNF396,ZSCAN14
ZNF397,ZNF47
ZNF397,ZSCAN15
ZNF398,P51
ZNF398,P71
ZNF398,ZER6
ZNF407,SIMHA
ZNF408,EVR6
ZNF408,RP72
ZNF410,APA1
ZNF410,APA-1
ZNF414,ZFP414
ZNF415,Pact
ZNF415,ZfLp
ZNF418,ZFP418
ZNF419,ZAPHIR
ZNF419,ZNF419A
ZNF420,APAK
ZNF423,OAZ
ZNF423,Roaz
ZNF423,hOAZ
ZNF423,Ebfaz
ZNF423,JBTS19
ZNF423,NPHP14
ZNF423,ZFP423
ZNF423,Zfp104
ZNF426,K-RBP
ZNF428,Zfp428
ZNF428,C19orf37
ZNF431,ZFP932
ZNF436,ZNF
ZNF436,Zfp46
ZNF438,bA330O11.1
ZNF443,ZK1
ZNF444,EZF2
ZNF444,EZF-2
ZNF444,ZSCAN17
ZNF445,ZFP445
ZNF445,ZNF168
ZNF445,ZSCAN47
ZNF445,ZKSCAN15
ZNF446,ZSCAN30
ZNF446,ZSCAN52
ZNF446,ZKSCAN20
ZNF449,ZSCAN19
ZNF451,COASTER
ZNF451,dJ417I1.1
ZNF460,HZF8
ZNF460,ZNF272
ZNF461,GIOT1
ZNF461,HZF28
ZNF461,GIOT-1
ZNF462,WSKA
ZNF462,ZFPIP
ZNF462,Zfp462
ZNF467,EZI
ZNF467,Zfp467
ZNF469,BCS
ZNF469,BCS1
ZNF469,Zfp469
ZNF470,CZF-1
ZNF471,ERP1
ZNF471,Z1971
ZNF471,Zfp78
ZNF473,ZN473
ZNF473,ZFP100
ZNF479,KR19
ZNF479,HKr19
ZNF483,ZSCAN48
ZNF483,ZKSCAN16
ZNF484,BA526D8.4
ZNF486,KRBO2
ZNF487,KRBO1
ZNF487,ZNF487P
ZNF492,ZNF115
ZNF496,NIZP1
ZNF496,ZFP496
ZNF496,ZSCAN49
ZNF496,ZKSCAN17
ZNF500,ZSCAN50
ZNF500,ZKSCAN18
ZNF501,ZNF
ZNF501,ZNF52
ZNF503,Nlz2
ZNF503,NOLZ1
ZNF503,NOLZ-1
ZNF507,Zfp507
ZNF511,Zfp511
ZNF512B,GM632
ZNF513,RP58
ZNF513,Zfp513
ZNF513,HMFT0656
ZNF516,HsT287
ZNF518A,ZNF518
ZNF519,HsT2362
ZNF521,EHZF
ZNF521,Evi3
ZNF534,KRBO3
ZNF540,Nbla10512
ZNF546,ZNF49
ZNF547,MIP-2A
ZNF547,SEDLP1
ZNF547,TRAPPC2B
ZNF547,TRAPPC2P1
ZNF547,TRAPPC2.19
ZNF559,NBLA00121
ZNF568,ZFP568
ZNF569,ZNF
ZNF569,ZAP1
ZNF569,Zfp74
ZNF571,HSPC059
ZNF574,FP972
ZNF581,HSPC189
ZNF585A,Zfp27
ZNF585B,Zfp27
ZNF585B,SZFP41
ZNF587,ZF6
ZNF589,SZF1
ZNF592,CAMOS
ZNF592,SCAR5
ZNF597,HIT-4
ZNF598,HEL2
ZNF600,KR-ZNF1
ZNF606,ZNF328
ZNF608,NY-REN-36
ZNF618,NEDD10
ZNF618,FP13169
ZNF628,ZEC
ZNF628,Zfp628
ZNF629,ZNF
ZNF629,ZNF65
ZNF630,dJ54B20.2
ZNF639,ZASC1
ZNF639,ANC-2H01
ZNF639,ANC_2H01
ZNF644,NatF
ZNF644,MYP21
ZNF644,ZEP-2
ZNF644,BM-005
ZNF653,ZIP67
ZNF653,E430039K05Rik
ZNF655,VIK
ZNF655,VIK-1
ZNF664,ZFOC1
ZNF664,ZNF176
ZNF665,ZFP160L
ZNF667,MIPU1
ZNF674,MRX92
ZNF674,ZNF673B
ZNF675,TIZ
ZNF675,TBZF
ZNF682,BC39498_3
ZNF683,Hobit
ZNF687,PDB6
ZNF689,TIPUH1
ZNF691,Zfp691
ZNF692,AREBP
ZNF692,Zfp692
ZNF695,SBZF3
ZNF699,hang
ZNF699,DEGCAGS
ZNF703,NLZ1
ZNF703,ZPO1
ZNF703,ZEPPO1
ZNF703,ZNF503L
ZNF704,Gig1
ZNF705D,ZNF705C
ZNF705EP,ZNF705E
ZNF706,HSPC038
ZNF706,PNAS-106
ZNF706,PNAS-113
ZNF708,KOX8
ZNF708,ZNF15
ZNF708,ZNF15L1
ZNF711,ZNF4
ZNF711,ZNF5
ZNF711,ZNF6
ZNF711,CMPX1
ZNF711,MRX65
ZNF711,MRX97
ZNF711,XLID97
ZNF711,Zfp711
ZNF711,dJ75N13.1
ZNF717,OB1
ZNF717,X17
ZNF717,ZNF838
ZNF724,ZNF724P
ZNF726,ZNF92P3
ZNF727,ZNF727P
ZNF735,ZNF735P
ZNF737,ZNF102
ZNF740,Zfp740
ZNF746,PARIS
ZNF750,ZFP750
ZNF761,ZNF468
ZNF763,ZNF
ZNF763,ZNF440L
ZNF770,PRO1914
ZNF771,DSC43
ZNF773,ZNF419B
ZNF780A,ZNF780
ZNF780B,ZNF779
ZNF785,ZNF688
ZNF787,TIP20
ZNF788P,ZNF788
ZNF799,HIT-40
ZNF799,ZNF842
ZNF804A,C2orf10
ZNF816,ZNF816A
ZNF823,HSZFP36
ZNF830,OMCG1
ZNF830,CCDC16
ZNF831,C20orf174
ZNF835,BC37295_3
ZNF850,ZNF850P
ZNF875,HKR1
ZNF879,DKFZp686E2433
ZSCAN1,MZF-1
ZSCAN1,ZNF915
ZSCAN2,ZFP29
ZSCAN2,ZNF854
ZSCAN4,ZNF494
ZSCAN5A,ZNF495
ZSCAN5A,ZSCAN5
ZSCAN5B,ZNF371
ZSCAN5B,ZNF495B
ZSCAN5C,ZNF495C
ZSCAN5C,ZSCAN5CP
ZSCAN9,PRD51
ZSCAN9,ZNF193
ZSCAN10,ZFP206
ZSCAN10,ZNF206
ZSCAN12,ZFP96
ZSCAN12,ZNF96
ZSCAN12,ZNF305
ZSCAN12,ZNF29K1
ZSCAN12,dJ29K1.2
ZSCAN16,ZNF392
ZSCAN16,ZNF435
ZSCAN16,dJ265C24.3
ZSCAN18,ZNF447
ZSCAN20,KOX29
ZSCAN20,ZNF31
ZSCAN20,ZFP-31
ZSCAN20,ZNF360
ZSCAN21,ZNF38
ZSCAN21,Zipro1
ZSCAN21,NY-REN-21
ZSCAN22,HKR2
ZSCAN22,ZNF50
ZSCAN23,ZNF390
ZSCAN23,ZNF453
ZSCAN23,dJ29K1.3
ZSCAN23,dJ29K1.3.1
ZSCAN25,ZNF498
ZSCAN26,SREZBP
ZSCAN26,ZNF187
ZSCAN26,SRE-ZBP
ZSCAN29,ZNF690
ZSCAN29,Zfp690
ZSCAN30,ZNF917
ZSCAN30,ZNF-WYM
ZSCAN30,ZNF397OS
ZSCAN31,ZNF323
ZSCAN31,ZNF310P
ZSCAN31,ZNF20-Lp
ZSCAN32,HCCS-5
ZSCAN32,ZNF434
ZUP1,DUB
ZUP1,ZUFSP
ZUP1,C6orf113
ZXDA,ZNF896
ZXDB,ZNF905
ZXDB,dJ83L6.1
ZXDC,ZXDL
ZZZ3,ATAC1
ADNP,ADNP
ADNP2,ADNP2
AEBP1,AEBP1
AEBP2,AEBP2
AHCTF1,AHCTF1
AHR,AHR
AHRR,AHRR
AIRE,AIRE
AKAP8,AKAP8
AKAP8L,AKAP8L
AKNA,AKNA
ALX1,ALX1
ALX3,ALX3
ALX4,ALX4
ANHX,ANHX
ANKZF1,ANKZF1
AR,AR
ARGFX,ARGFX
ARHGAP35,ARHGAP35
ARID2,ARID2
ARID3A,ARID3A
ARID3B,ARID3B
ARID3C,ARID3C
ARID5A,ARID5A
ARID5B,ARID5B
ARNT,ARNT
ARNT2,ARNT2
ARNTL,ARNTL
ARNTL2,ARNTL2
ASCL1,ASCL1
ASCL2,ASCL2
ASCL3,ASCL3
ASCL4,ASCL4
ASCL5,ASCL5
ASH1L,ASH1L
ATF1,ATF1
ATF3,ATF3
ATF4,ATF4
ATF5,ATF5
ATF6,ATF6
ATF6B,ATF6B
ATF7,ATF7
ATMIN,ATMIN
ATOH1,ATOH1
ATOH7,ATOH7
ATOH8,ATOH8
BACH1,BACH1
BACH2,BACH2
BARHL2,BARHL2
BARX1,BARX1
BARX2,BARX2
BATF,BATF
BATF2,BATF2
BATF3,BATF3
BAZ2A,BAZ2A
BAZ2B,BAZ2B
BBX,BBX
BCL6,BCL6
BCL6B,BCL6B
BCL11A,BCL11A
BCL11B,BCL11B
BHLHA9,BHLHA9
BHLHA15,BHLHA15
BHLHE22,BHLHE22
BHLHE40,BHLHE40
BHLHE41,BHLHE41
BNC1,BNC1
BNC2,BNC2
BPTF,BPTF
BRF2,BRF2
BSX,BSX
CAMTA1,CAMTA1
CAMTA2,CAMTA2
CARF,CARF
CASZ1,CASZ1
CBLL2,CBLL2
CBX2,CBX2
CC2D1A,CC2D1A
CCDC17,CCDC17
CDC5L,CDC5L
CDX1,CDX1
CDX2,CDX2
CDX4,CDX4
CEBPA,CEBPA
CEBPB,CEBPB
CEBPD,CEBPD
CEBPE,CEBPE
CEBPG,CEBPG
CEBPZ,CEBPZ
CENPA,CENPA
CENPB,CENPB
CENPS,CENPS
CENPT,CENPT
CENPX,CENPX
CGGBP1,CGGBP1
CHAMP1,CHAMP1
CHCHD3,CHCHD3
CIC,CIC
CLOCK,CLOCK
CPEB1,CPEB1
CPXCR1,CPXCR1
CREB1,CREB1
CREB3,CREB3
CREB3L1,CREB3L1
CREB3L2,CREB3L2
CREB3L3,CREB3L3
CREB3L4,CREB3L4
CREB5,CREB5
CREBL2,CREBL2
CREBZF,CREBZF
CREM,CREM
CRX,CRX
CSRNP1,CSRNP1
CSRNP2,CSRNP2
CSRNP3,CSRNP3
CTCF,CTCF
CTCFL,CTCFL
CUX2,CUX2
CXXC1,CXXC1
CXXC4,CXXC4
CXXC5,CXXC5
DACH1,DACH1
DACH2,DACH2
DBP,DBP
DBX1,DBX1
DBX2,DBX2
DEAF1,DEAF1
DLX1,DLX1
DLX2,DLX2
DLX3,DLX3
DLX4,DLX4
DLX5,DLX5
DLX6,DLX6
DMRT1,DMRT1
DMRT2,DMRT2
DMRT3,DMRT3
DMRTA1,DMRTA1
DMRTA2,DMRTA2
DMRTB1,DMRTB1
DMRTC2,DMRTC2
DMTF1,DMTF1
DNMT1,DNMT1
DNTTIP1,DNTTIP1
DOT1L,DOT1L
DPF1,DPF1
DPF3,DPF3
DPRX,DPRX
DR1,DR1
DRAP1,DRAP1
DRGX,DRGX
DUX1,DUX1
DUX3,DUX3
DUX4,DUX4
DUXA,DUXA
DZIP1,DZIP1
E2F1,E2F1
E2F2,E2F2
E2F3,E2F3
E2F4,E2F4
E2F5,E2F5
E2F6,E2F6
E2F7,E2F7
EBF3,EBF3
EBF4,EBF4
EEA1,EEA1
EGR1,EGR1
EGR2,EGR2
EGR3,EGR3
EGR4,EGR4
EHF,EHF
ELF1,ELF1
ELF2,ELF2
ELF3,ELF3
ELF4,ELF4
ELF5,ELF5
ELK1,ELK1
ELK3,ELK3
ELK4,ELK4
EMX1,EMX1
EMX2,EMX2
EN1,EN1
EN2,EN2
EOMES,EOMES
EPAS1,EPAS1
ERF,ERF
ERG,ERG
ESR1,ESR1
ESR2,ESR2
ESRRA,ESRRA
ESRRB,ESRRB
ESRRG,ESRRG
ESX1,ESX1
ETS1,ETS1
ETS2,ETS2
ETV1,ETV1
ETV2,ETV2
ETV3,ETV3
ETV3L,ETV3L
ETV4,ETV4
ETV5,ETV5
ETV6,ETV6
ETV7,ETV7
EVX1,EVX1
EVX2,EVX2
FAM170A,FAM170A
FAM200B,FAM200B
FBXL19,FBXL19
FERD3L,FERD3L
FEV,FEV
FEZF1,FEZF1
FEZF2,FEZF2
FIGLA,FIGLA
FIZ1,FIZ1
FLI1,FLI1
FLYWCH1,FLYWCH1
FOS,FOS
FOSB,FOSB
FOSL1,FOSL1
FOSL2,FOSL2
FOXA1,FOXA1
FOXA2,FOXA2
FOXA3,FOXA3
FOXB1,FOXB1
FOXB2,FOXB2
FOXC1,FOXC1
FOXC2,FOXC2
FOXD1,FOXD1
FOXD2,FOXD2
FOXD3,FOXD3
FOXD4,FOXD4
FOXD4L1,FOXD4L1
FOXD4L3,FOXD4L3
FOXD4L4,FOXD4L4
FOXD4L5,FOXD4L5
FOXD4L6,FOXD4L6
FOXE1,FOXE1
FOXE3,FOXE3
FOXF1,FOXF1
FOXF2,FOXF2
FOXG1,FOXG1
FOXH1,FOXH1
FOXI1,FOXI1
FOXI2,FOXI2
FOXI3,FOXI3
FOXJ1,FOXJ1
FOXJ2,FOXJ2
FOXJ3,FOXJ3
FOXK1,FOXK1
FOXL1,FOXL1
FOXL2,FOXL2
FOXM1,FOXM1
FOXN1,FOXN1
FOXN2,FOXN2
FOXN3,FOXN3
FOXN4,FOXN4
FOXO1,FOXO1
FOXO3,FOXO3
FOXO4,FOXO4
FOXO6,FOXO6
FOXP1,FOXP1
FOXP2,FOXP2
FOXP3,FOXP3
FOXP4,FOXP4
FOXQ1,FOXQ1
FOXR1,FOXR1
FOXR2,FOXR2
FOXS1,FOXS1
GATA1,GATA1
GATA2,GATA2
GATA3,GATA3
GATA4,GATA4
GATA5,GATA5
GATAD2A,GATAD2A
GATAD2B,GATAD2B
GBX1,GBX1
GCM1,GCM1
GCM2,GCM2
GFI1,GFI1
GFI1B,GFI1B
GLI1,GLI1
GLI2,GLI2
GLI3,GLI3
GLI4,GLI4
GLIS1,GLIS1
GLIS2,GLIS2
GLIS3,GLIS3
GLMP,GLMP
GLYR1,GLYR1
GMEB1,GMEB1
GMEB2,GMEB2
GPBP1,GPBP1
GPBP1L1,GPBP1L1
GRHL1,GRHL1
GRHL2,GRHL2
GRHL3,GRHL3
GSC,GSC
GSX1,GSX1
GSX2,GSX2
GTF2B,GTF2B
GTF2I,GTF2I
GTF2IRD1,GTF2IRD1
GTF2IRD2,GTF2IRD2
GTF2IRD2B,GTF2IRD2B
GTF3A,GTF3A
GZF1,GZF1
HAND1,HAND1
HAND2,HAND2
HBP1,HBP1
HDX,HDX
HELT,HELT
HES1,HES1
HES2,HES2
HES3,HES3
HES4,HES4
HES5,HES5
HES6,HES6
HES7,HES7
HESX1,HESX1
HEY1,HEY1
HEY2,HEY2
HEYL,HEYL
HHEX,HHEX
HIC1,HIC1
HIC2,HIC2
HIF1A,HIF1A
HIF3A,HIF3A
HINFP,HINFP
HIVEP1,HIVEP1
HIVEP2,HIVEP2
HIVEP3,HIVEP3
HLF,HLF
HLX,HLX
HMBOX1,HMBOX1
HMG20A,HMG20A
HMG20B,HMG20B
HMGA1,HMGA1
HMGA2,HMGA2
HMGN3,HMGN3
HMX1,HMX1
HMX2,HMX2
HMX3,HMX3
HNF1A,HNF1A
HNF1B,HNF1B
HNF4A,HNF4A
HNF4G,HNF4G
HOMEZ,HOMEZ
HOXA1,HOXA1
HOXA2,HOXA2
HOXA3,HOXA3
HOXA5,HOXA5
HOXA6,HOXA6
HOXA7,HOXA7
HOXA9,HOXA9
HOXA10,HOXA10
HOXA11,HOXA11
HOXA13,HOXA13
HOXB1,HOXB1
HOXB2,HOXB2
HOXB3,HOXB3
HOXB4,HOXB4
HOXB5,HOXB5
HOXB6,HOXB6
HOXB7,HOXB7
HOXB8,HOXB8
HOXB9,HOXB9
HOXB13,HOXB13
HOXC4,HOXC4
HOXC5,HOXC5
HOXC6,HOXC6
HOXC8,HOXC8
HOXC9,HOXC9
HOXC10,HOXC10
HOXC11,HOXC11
HOXC12,HOXC12
HOXC13,HOXC13
HOXD1,HOXD1
HOXD3,HOXD3
HOXD4,HOXD4
HOXD8,HOXD8
HOXD9,HOXD9
HOXD10,HOXD10
HOXD11,HOXD11
HOXD12,HOXD12
HOXD13,HOXD13
HSF1,HSF1
HSF2,HSF2
HSF4,HSF4
HSF5,HSF5
HSFX1,HSFX1
HSFY1,HSFY1
IKZF1,IKZF1
IKZF2,IKZF2
IKZF3,IKZF3
IKZF4,IKZF4
IKZF5,IKZF5
INSM1,INSM1
INSM2,INSM2
IRF1,IRF1
IRF2,IRF2
IRF3,IRF3
IRF5,IRF5
IRF6,IRF6
IRF9,IRF9
IRX1,IRX1
IRX2,IRX2
IRX3,IRX3
IRX4,IRX4
IRX5,IRX5
ISL1,ISL1
ISL2,ISL2
ISX,ISX
JAZF1,JAZF1
JDP2,JDP2
JRK,JRK
JRKL,JRKL
JUN,JUN
JUNB,JUNB
JUND,JUND
KAT7,KAT7
KCNIP3,KCNIP3
KDM2A,KDM2A
KDM2B,KDM2B
KDM5B,KDM5B
KIN,KIN
KLF1,KLF1
KLF2,KLF2
KLF3,KLF3
KLF4,KLF4
KLF8,KLF8
KLF9,KLF9
KLF10,KLF10
KLF11,KLF11
KLF12,KLF12
KLF13,KLF13
KLF14,KLF14
KLF15,KLF15
KLF16,KLF16
KLF17,KLF17
KMT2A,KMT2A
KMT2B,KMT2B
L3MBTL1,L3MBTL1
L3MBTL3,L3MBTL3
L3MBTL4,L3MBTL4
LBX1,LBX1
LBX2,LBX2
LCOR,LCOR
LCORL,LCORL
LEF1,LEF1
LEUTX,LEUTX
LHX1,LHX1
LHX2,LHX2
LHX4,LHX4
LHX5,LHX5
LHX6,LHX6
LHX8,LHX8
LHX9,LHX9
LIN28A,LIN28A
LIN28B,LIN28B
LMX1B,LMX1B
LYL1,LYL1
MAF,MAF
MAFA,MAFA
MAFB,MAFB
MAFF,MAFF
MAFG,MAFG
MAFK,MAFK
MAX,MAX
MAZ,MAZ
MBD1,MBD1
MBD2,MBD2
MBD3,MBD3
MBD4,MBD4
MBNL2,MBNL2
MECOM,MECOM
MECP2,MECP2
MEF2A,MEF2A
MEF2B,MEF2B
MEF2C,MEF2C
MEF2D,MEF2D
MEIS1,MEIS1
MEIS2,MEIS2
MEIS3,MEIS3
MEOX1,MEOX1
MEOX2,MEOX2
MESP1,MESP1
MESP2,MESP2
MGA,MGA
MITF,MITF
MIXL1,MIXL1
MKX,MKX
MLX,MLX
MLXIP,MLXIP
MLXIPL,MLXIPL
MNT,MNT
MNX1,MNX1
MSANTD1,MSANTD1
MSANTD3,MSANTD3
MSANTD4,MSANTD4
MSC,MSC
MSGN1,MSGN1
MSX1,MSX1
MSX2,MSX2
MTERF1,MTERF1
MTERF2,MTERF2
MTERF3,MTERF3
MTERF4,MTERF4
MTF1,MTF1
MTF2,MTF2
MXD1,MXD1
MXD3,MXD3
MXD4,MXD4
MXI1,MXI1
MYB,MYB
MYBL1,MYBL1
MYBL2,MYBL2
MYC,MYC
MYCL,MYCL
MYCN,MYCN
MYF5,MYF5
MYF6,MYF6
MYNN,MYNN
MYOD1,MYOD1
MYOG,MYOG
MYPOP,MYPOP
MYRF,MYRF
MYRFL,MYRFL
MYSM1,MYSM1
MYT1,MYT1
MYT1L,MYT1L
NACC2,NACC2
NAIF1,NAIF1
NANOG,NANOG
NANOGNB,NANOGNB
NANOGP8,NANOGP8
NCOA3,NCOA3
NEUROD2,NEUROD2
NEUROD4,NEUROD4
NEUROD6,NEUROD6
NEUROG1,NEUROG1
NEUROG2,NEUROG2
NEUROG3,NEUROG3
NFAT5,NFAT5
NFATC1,NFATC1
NFATC2,NFATC2
NFATC3,NFATC3
NFATC4,NFATC4
NFE2,NFE2
NFE2L1,NFE2L1
NFE2L2,NFE2L2
NFE2L3,NFE2L3
NFE4,NFE4
NFIA,NFIA
NFIB,NFIB
NFIC,NFIC
NFIL3,NFIL3
NFIX,NFIX
NFKB1,NFKB1
NFKB2,NFKB2
NFX1,NFX1
NFXL1,NFXL1
NFYA,NFYA
NFYB,NFYB
NFYC,NFYC
NHLH1,NHLH1
NHLH2,NHLH2
NKRF,NKRF
NKX1-1,NKX1-1
NKX1-2,NKX1-2
NKX2-1,NKX2-1
NKX2-2,NKX2-2
NKX2-3,NKX2-3
NKX2-4,NKX2-4
NKX2-5,NKX2-5
NKX2-6,NKX2-6
NKX2-8,NKX2-8
NKX3-1,NKX3-1
NKX3-2,NKX3-2
NKX6-1,NKX6-1
NKX6-2,NKX6-2
NKX6-3,NKX6-3
NME2,NME2
NOBOX,NOBOX
NOTO,NOTO
NPAS1,NPAS1
NPAS2,NPAS2
NPAS3,NPAS3
NPAS4,NPAS4
NR1D1,NR1D1
NR1D2,NR1D2
NR1H2,NR1H2
NR1H3,NR1H3
NR1I2,NR1I2
NR1I3,NR1I3
NR2C1,NR2C1
NR2C2,NR2C2
NR2E1,NR2E1
NR2E3,NR2E3
NR2F1,NR2F1
NR2F2,NR2F2
NR2F6,NR2F6
NR3C1,NR3C1
NR3C2,NR3C2
NR4A1,NR4A1
NR4A2,NR4A2
NR4A3,NR4A3
NR5A1,NR5A1
NR5A2,NR5A2
NR6A1,NR6A1
NR0B1,NR0B1
NRF1,NRF1
NRL,NRL
OLIG1,OLIG1
OLIG2,OLIG2
OLIG3,OLIG3
ONECUT1,ONECUT1
ONECUT2,ONECUT2
ONECUT3,ONECUT3
OSR1,OSR1
OSR2,OSR2
OTP,OTP
OTX1,OTX1
OTX2,OTX2
OVOL1,OVOL1
OVOL2,OVOL2
OVOL3,OVOL3
PA2G4,PA2G4
PATZ1,PATZ1
PAX1,PAX1
PAX2,PAX2
PAX3,PAX3
PAX4,PAX4
PAX5,PAX5
PAX7,PAX7
PAX8,PAX8
PAX9,PAX9
PBX1,PBX1
PBX2,PBX2
PBX3,PBX3
PBX4,PBX4
PCGF2,PCGF2
PCGF6,PCGF6
PDX1,PDX1
PEG3,PEG3
PGR,PGR
PHF1,PHF1
PHF19,PHF19
PHF20,PHF20
PHF21A,PHF21A
PHOX2A,PHOX2A
PHOX2B,PHOX2B
PIN1,PIN1
PITX1,PITX1
PITX2,PITX2
PITX3,PITX3
PKNOX1,PKNOX1
