official_symbol,aka
PKNOX2,PKNOX2
PLAG1,PLAG1
PLAGL1,PLAGL1
PLAGL2,PLAGL2
PLSCR1,PLSCR1
POGK,POGK
POU1F1,POU1F1
POU2AF1,POU2AF1
POU2F1,POU2F1
POU2F2,POU2F2
POU2F3,POU2F3
POU3F1,POU3F1
POU3F2,POU3F2
POU3F3,POU3F3
POU3F4,POU3F4
POU4F1,POU4F1
POU4F2,POU4F2
POU4F3,POU4F3
POU5F1,POU5F1
POU5F1B,POU5F1B
POU5F2,POU5F2
POU6F1,POU6F1
POU6F2,POU6F2
PPARA,PPARA
PPARD,PPARD
PPARG,PPARG
PRDM1,PRDM1
PRDM2,PRDM2
PRDM4,PRDM4
PRDM5,PRDM5
PRDM6,PRDM6
PRDM8,PRDM8
PRDM9,PRDM9
PRDM10,PRDM10
PRDM12,PRDM12
PRDM13,PRDM13
PRDM15,PRDM15
PRDM16,PRDM16
PREB,PREB
PRMT3,PRMT3
PROP1,PROP1
PROX1,PROX1
PROX2,PROX2
PRR12,PRR12
PRRX1,PRRX1
PRRX2,PRRX2
PTF1A,PTF1A
PURA,PURA
PURB,PURB
PURG,PURG
RAG1,RAG1
RARA,RARA
RARB,RARB
RARG,RARG
RAX,RAX
RAX2,RAX2
RBAK,RBAK
RBCK1,RBCK1
RBPJ,RBPJ
RBPJL,RBPJL
RBSN,RBSN
REL,REL
RELA,RELA
RELB,RELB
REPIN1,REPIN1
REST,REST
REXO4,REXO4
RFX1,RFX1
RFX2,RFX2
RFX3,RFX3
RFX4,RFX4
RFX5,RFX5
RFX6,RFX6
RFX7,RFX7
RFX8,RFX8
RHOXF1,RHOXF1
RHOXF2,RHOXF2
RHOXF2B,RHOXF2B
RLF,RLF
RORA,RORA
RORB,RORB
RORC,RORC
RREB1,RREB1
RUNX1,RUNX1
RXRA,RXRA
RXRB,RXRB
RXRG,RXRG
SAFB,SAFB
SAFB2,SAFB2
SALL2,SALL2
SALL3,SALL3
SALL4,SALL4
SATB1,SATB1
SATB2,SATB2
SCMH1,SCMH1
SCML4,SCML4
SCRT1,SCRT1
SCRT2,SCRT2
SCX,SCX
SEBOX,SEBOX
SETBP1,SETBP1
SETDB1,SETDB1
SETDB2,SETDB2
SGSM2,SGSM2
SHOX,SHOX
SHOX2,SHOX2
SIM1,SIM1
SIM2,SIM2
SIX1,SIX1
SIX2,SIX2
SIX3,SIX3
SIX4,SIX4
SIX5,SIX5
SIX6,SIX6
SKI,SKI
SKIL,SKIL
SKOR1,SKOR1
SKOR2,SKOR2
SLC2A4RG,SLC2A4RG
SMAD1,SMAD1
SMAD3,SMAD3
SMAD4,SMAD4
SMAD5,SMAD5
SMAD9,SMAD9
SNAI1,SNAI1
SNAI2,SNAI2
SNAI3,SNAI3
SNAPC2,SNAPC2
SNAPC4,SNAPC4
SNAPC5,SNAPC5
SOHLH1,SOHLH1
SOHLH2,SOHLH2
SON,SON
SOX1,SOX1
SOX2,SOX2
SOX4,SOX4
SOX5,SOX5
SOX6,SOX6
SOX7,SOX7
SOX8,SOX8
SOX9,SOX9
SOX10,SOX10
SOX11,SOX11
SOX12,SOX12
SOX13,SOX13
SOX14,SOX14
SOX15,SOX15
SOX17,SOX17
SOX18,SOX18
SOX21,SOX21
SOX30,SOX30
SP1,SP1
SP2,SP2
SP3,SP3
SP4,SP4
SP5,SP5
SP6,SP6
SP7,SP7
SP8,SP8
SP9,SP9
SP100,SP100
SP110,SP110
SP140,SP140
SP140L,SP140L
SPDEF,SPDEF
SPEN,SPEN
SPI1,SPI1
SPIB,SPIB
SPIC,SPIC
SPZ1,SPZ1
SRCAP,SRCAP
SREBF1,SREBF1
SREBF2,SREBF2
SRF,SRF
SRY,SRY
ST18,ST18
STAT1,STAT1
STAT2,STAT2
STAT3,STAT3
STAT4,STAT4
STAT5A,STAT5A
STAT5B,STAT5B
STAT6,STAT6
TAL1,TAL1
TBP,TBP
TBPL1,TBPL1
TBPL2,TBPL2
TBR1,TBR1
TBX1,TBX1
TBX2,TBX2
TBX4,TBX4
TBX5,TBX5
TBX6,TBX6
TBX10,TBX10
TBX15,TBX15
TBX18,TBX18
TBX19,TBX19
TBX20,TBX20
TBX21,TBX21
TBX22,TBX22
TBXT,TBXT
TCF3,TCF3
TCF4,TCF4
TCF7,TCF7
TCF7L1,TCF7L1
TCF7L2,TCF7L2
TCF12,TCF12
TCF15,TCF15
TCF20,TCF20
TCF21,TCF21
TCF23,TCF23
TCF24,TCF24
TCFL5,TCFL5
TEAD1,TEAD1
TEAD2,TEAD2
TEAD3,TEAD3
TEAD4,TEAD4
TEF,TEF
TERB1,TERB1
TERF1,TERF1
TERF2,TERF2
TET1,TET1
TET3,TET3
TFAP2A,TFAP2A
TFAP2B,TFAP2B
TFAP2C,TFAP2C
TFAP2D,TFAP2D
TFAP2E,TFAP2E
TFAP4,TFAP4
TFCP2,TFCP2
TFCP2L1,TFCP2L1
TFDP1,TFDP1
TFDP2,TFDP2
TFDP3,TFDP3
TFE3,TFE3
TFEB,TFEB
TFEC,TFEC
TGIF1,TGIF1
TGIF2,TGIF2
TGIF2LX,TGIF2LX
TGIF2LY,TGIF2LY
THAP1,THAP1
THAP2,THAP2
THAP3,THAP3
THAP4,THAP4
THAP5,THAP5
THAP6,THAP6
THAP7,THAP7
THAP8,THAP8
THAP9,THAP9
THAP10,THAP10
THAP11,THAP11
THAP12,THAP12
THRA,THRA
THRB,THRB
THYN1,THYN1
TIGD1,TIGD1
TIGD2,TIGD2
TIGD3,TIGD3
TIGD4,TIGD4
TIGD5,TIGD5
TIGD6,TIGD6
TIGD7,TIGD7
TLX1,TLX1
TLX2,TLX2
TLX3,TLX3
TMF1,TMF1
TOPORS,TOPORS
TP53,TP53
TP63,TP63
TP73,TP73
TPRX1,TPRX1
TRAFD1,TRAFD1
TRERF1,TRERF1
TRPS1,TRPS1
TSC22D1,TSC22D1
TSHZ1,TSHZ1
TSHZ2,TSHZ2
TSHZ3,TSHZ3
TTF1,TTF1
TWIST1,TWIST1
TWIST2,TWIST2
UBP1,UBP1
UNCX,UNCX
USF1,USF1
USF2,USF2
USF3,USF3
VAX1,VAX1
VAX2,VAX2
VDR,VDR
VENTX,VENTX
VEZF1,VEZF1
VSX1,VSX1
VSX2,VSX2
WIZ,WIZ
WT1,WT1
XBP1,XBP1
XPA,XPA
YBX1,YBX1
YBX3,YBX3
YY1,YY1
YY2,YY2
ZBED1,ZBED1
ZBED2,ZBED2
ZBED3,ZBED3
ZBED4,ZBED4
ZBED5,ZBED5
ZBED6,ZBED6
ZBED9,ZBED9
ZBTB1,ZBTB1
ZBTB2,ZBTB2
ZBTB3,ZBTB3
ZBTB4,ZBTB4
ZBTB5,ZBTB5
ZBTB6,ZBTB6
ZBTB7A,ZBTB7A
ZBTB7B,ZBTB7B
ZBTB7C,ZBTB7C
ZBTB8A,ZBTB8A
ZBTB8B,ZBTB8B
ZBTB9,ZBTB9
ZBTB10,ZBTB10
ZBTB11,ZBTB11
ZBTB12,ZBTB12
ZBTB14,ZBTB14
ZBTB16,ZBTB16
ZBTB17,ZBTB17
ZBTB18,ZBTB18
ZBTB20,ZBTB20
ZBTB21,ZBTB21
ZBTB22,ZBTB22
ZBTB24,ZBTB24
ZBTB25,ZBTB25
ZBTB26,ZBTB26
ZBTB32,ZBTB32
ZBTB33,ZBTB33
ZBTB34,ZBTB34
ZBTB37,ZBTB37
ZBTB38,ZBTB38
ZBTB39,ZBTB39
ZBTB40,ZBTB40
ZBTB41,ZBTB41
ZBTB42,ZBTB42
ZBTB43,ZBTB43
ZBTB44,ZBTB44
ZBTB45,ZBTB45
ZBTB46,ZBTB46
ZBTB47,ZBTB47
ZBTB48,ZBTB48
ZBTB49,ZBTB49
ZC3H8,ZC3H8
ZEB1,ZEB1
ZEB2,ZEB2
ZFAT,ZFAT
ZFHX2,ZFHX2
ZFHX3,ZFHX3
ZFHX4,ZFHX4
ZFP1,ZFP1
ZFP2,ZFP2
ZFP3,ZFP3
ZFP14,ZFP14
ZFP28,ZFP28
ZFP30,ZFP30
ZFP37,ZFP37
ZFP41,ZFP41
ZFP42,ZFP42
ZFP57,ZFP57
ZFP62,ZFP62
ZFP64,ZFP64
ZFP69,ZFP69
ZFP69B,ZFP69B
ZFP82,ZFP82
ZFP90,ZFP90
ZFP91,ZFP91
ZFP92,ZFP92
ZFPM1,ZFPM1
ZFPM2,ZFPM2
ZFTA,ZFTA
ZFX,ZFX
ZFY,ZFY
ZGLP1,ZGLP1
ZGPAT,ZGPAT
ZHX1,ZHX1
ZHX2,ZHX2
ZHX3,ZHX3
ZIC1,ZIC1
ZIC2,ZIC2
ZIC3,ZIC3
ZIC4,ZIC4
ZIC5,ZIC5
ZIK1,ZIK1
ZIM2,ZIM2
ZKSCAN1,ZKSCAN1
ZKSCAN2,ZKSCAN2
ZKSCAN3,ZKSCAN3
ZKSCAN4,ZKSCAN4
ZKSCAN5,ZKSCAN5
ZKSCAN7,ZKSCAN7
ZKSCAN8,ZKSCAN8
ZMAT1,ZMAT1
ZMAT4,ZMAT4
ZNF2,ZNF2
ZNF3,ZNF3
ZNF7,ZNF7
ZNF8,ZNF8
ZNF10,ZNF10
ZNF12,ZNF12
ZNF14,ZNF14
ZNF16,ZNF16
ZNF17,ZNF17
ZNF18,ZNF18
ZNF19,ZNF19
ZNF20,ZNF20
ZNF22,ZNF22
ZNF23,ZNF23
ZNF24,ZNF24
ZNF25,ZNF25
ZNF26,ZNF26
ZNF28,ZNF28
ZNF30,ZNF30
ZNF32,ZNF32
ZNF33A,ZNF33A
ZNF33B,ZNF33B
ZNF34,ZNF34
ZNF35,ZNF35
ZNF37A,ZNF37A
ZNF41,ZNF41
ZNF43,ZNF43
ZNF44,ZNF44
ZNF45,ZNF45
ZNF48,ZNF48
ZNF57,ZNF57
ZNF66,ZNF66
ZNF69,ZNF69
ZNF70,ZNF70
ZNF71,ZNF71
ZNF74,ZNF74
ZNF75A,ZNF75A
ZNF75D,ZNF75D
ZNF76,ZNF76
ZNF77,ZNF77
ZNF79,ZNF79
ZNF80,ZNF80
ZNF81,ZNF81
ZNF83,ZNF83
ZNF84,ZNF84
ZNF85,ZNF85
ZNF90,ZNF90
ZNF91,ZNF91
ZNF92,ZNF92
ZNF93,ZNF93
ZNF98,ZNF98
ZNF99,ZNF99
ZNF100,ZNF100
ZNF101,ZNF101
ZNF107,ZNF107
ZNF112,ZNF112
ZNF114,ZNF114
ZNF117,ZNF117
ZNF121,ZNF121
ZNF124,ZNF124
ZNF131,ZNF131
ZNF132,ZNF132
ZNF133,ZNF133
ZNF134,ZNF134
ZNF135,ZNF135
ZNF136,ZNF136
ZNF138,ZNF138
ZNF140,ZNF140
ZNF141,ZNF141
ZNF142,ZNF142
ZNF143,ZNF143
ZNF146,ZNF146
ZNF148,ZNF148
ZNF154,ZNF154
ZNF155,ZNF155
ZNF157,ZNF157
ZNF160,ZNF160
ZNF165,ZNF165
ZNF169,ZNF169
ZNF174,ZNF174
ZNF175,ZNF175
ZNF177,ZNF177
ZNF180,ZNF180
ZNF181,ZNF181
ZNF182,ZNF182
ZNF184,ZNF184
ZNF189,ZNF189
ZNF195,ZNF195
ZNF197,ZNF197
ZNF200,ZNF200
ZNF202,ZNF202
ZNF205,ZNF205
ZNF207,ZNF207
ZNF208,ZNF208
ZNF211,ZNF211
ZNF212,ZNF212
ZNF213,ZNF213
ZNF214,ZNF214
ZNF215,ZNF215
ZNF217,ZNF217
ZNF219,ZNF219
ZNF221,ZNF221
ZNF222,ZNF222
ZNF223,ZNF223
ZNF224,ZNF224
ZNF225,ZNF225
ZNF226,ZNF226
ZNF227,ZNF227
ZNF229,ZNF229
ZNF230,ZNF230
ZNF232,ZNF232
ZNF233,ZNF233
ZNF234,ZNF234
ZNF235,ZNF235
ZNF236,ZNF236
ZNF239,ZNF239
ZNF248,ZNF248
ZNF250,ZNF250
ZNF251,ZNF251
ZNF253,ZNF253
ZNF254,ZNF254
ZNF256,ZNF256
ZNF257,ZNF257
ZNF260,ZNF260
ZNF263,ZNF263
ZNF264,ZNF264
ZNF266,ZNF266
ZNF267,ZNF267
ZNF268,ZNF268
ZNF273,ZNF273
ZNF274,ZNF274
ZNF275,ZNF275
ZNF276,ZNF276
ZNF277,ZNF277
ZNF280A,ZNF280A
ZNF280B,ZNF280B
ZNF280C,ZNF280C
ZNF280D,ZNF280D
ZNF281,ZNF281
ZNF282,ZNF282
ZNF283,ZNF283
ZNF284,ZNF284
ZNF285,ZNF285
ZNF286A,ZNF286A
ZNF286B,ZNF286B
ZNF287,ZNF287
ZNF292,ZNF292
ZNF296,ZNF296
ZNF300,ZNF300
ZNF302,ZNF302
ZNF304,ZNF304
ZNF311,ZNF311
ZNF316,ZNF316
ZNF317,ZNF317
ZNF318,ZNF318
ZNF319,ZNF319
ZNF320,ZNF320
ZNF322,ZNF322
ZNF324,ZNF324
ZNF324B,ZNF324B
ZNF326,ZNF326
ZNF329,ZNF329
ZNF331,ZNF331
ZNF333,ZNF333
ZNF334,ZNF334
ZNF335,ZNF335
ZNF337,ZNF337
ZNF341,ZNF341
ZNF343,ZNF343
ZNF345,ZNF345
ZNF346,ZNF346
ZNF347,ZNF347
ZNF350,ZNF350
ZNF354A,ZNF354A
ZNF354B,ZNF354B
ZNF354C,ZNF354C
ZNF358,ZNF358
ZNF362,ZNF362
ZNF366,ZNF366
ZNF367,ZNF367
ZNF382,ZNF382
ZNF383,ZNF383
ZNF384,ZNF384
ZNF385A,ZNF385A
ZNF385B,ZNF385B
ZNF385C,ZNF385C
ZNF385D,ZNF385D
ZNF391,ZNF391
ZNF394,ZNF394
ZNF395,ZNF395
ZNF396,ZNF396
ZNF397,ZNF397
ZNF398,ZNF398
ZNF404,ZNF404
ZNF407,ZNF407
ZNF408,ZNF408
ZNF410,ZNF410
ZNF414,ZNF414
ZNF415,ZNF415
ZNF416,ZNF416
ZNF417,ZNF417
ZNF418,ZNF418
ZNF419,ZNF419
ZNF420,ZNF420
ZNF423,ZNF423
ZNF425,ZNF425
ZNF426,ZNF426
ZNF428,ZNF428
ZNF429,ZNF429
ZNF430,ZNF430
ZNF431,ZNF431
ZNF432,ZNF432
ZNF433,ZNF433
ZNF436,ZNF436
ZNF438,ZNF438
ZNF439,ZNF439
ZNF440,ZNF440
ZNF441,ZNF441
ZNF442,ZNF442
ZNF443,ZNF443
ZNF444,ZNF444
ZNF445,ZNF445
ZNF446,ZNF446
ZNF449,ZNF449
ZNF451,ZNF451
ZNF454,ZNF454
ZNF460,ZNF460
ZNF461,ZNF461
ZNF462,ZNF462
ZNF467,ZNF467
ZNF468,ZNF468
ZNF469,ZNF469
ZNF470,ZNF470
ZNF471,ZNF471
ZNF473,ZNF473
ZNF474,ZNF474
ZNF479,ZNF479
ZNF480,ZNF480
ZNF483,ZNF483
ZNF484,ZNF484
ZNF485,ZNF485
ZNF486,ZNF486
ZNF487,ZNF487
ZNF488,ZNF488
ZNF490,ZNF490
ZNF491,ZNF491
ZNF492,ZNF492
ZNF493,ZNF493
ZNF496,ZNF496
ZNF497,ZNF497
ZNF500,ZNF500
ZNF501,ZNF501
ZNF502,ZNF502
ZNF503,ZNF503
ZNF506,ZNF506
ZNF507,ZNF507
ZNF510,ZNF510
ZNF511,ZNF511
ZNF512,ZNF512
ZNF512B,ZNF512B
ZNF513,ZNF513
ZNF514,ZNF514
ZNF516,ZNF516
ZNF517,ZNF517
ZNF518A,ZNF518A
ZNF518B,ZNF518B
ZNF519,ZNF519
ZNF521,ZNF521
ZNF524,ZNF524
ZNF525,ZNF525
ZNF527,ZNF527
ZNF528,ZNF528
ZNF529,ZNF529
ZNF530,ZNF530
ZNF532,ZNF532
ZNF534,ZNF534
ZNF536,ZNF536
ZNF540,ZNF540
ZNF541,ZNF541
ZNF543,ZNF543
ZNF544,ZNF544
ZNF546,ZNF546
ZNF547,ZNF547
ZNF548,ZNF548
ZNF549,ZNF549
ZNF550,ZNF550
ZNF551,ZNF551
ZNF552,ZNF552
ZNF554,ZNF554
ZNF555,ZNF555
ZNF556,ZNF556
ZNF557,ZNF557
ZNF558,ZNF558
ZNF559,ZNF559
ZNF560,ZNF560
ZNF561,ZNF561
ZNF562,ZNF562
ZNF563,ZNF563
ZNF564,ZNF564
ZNF565,ZNF565
ZNF566,ZNF566
ZNF567,ZNF567
ZNF568,ZNF568
ZNF569,ZNF569
ZNF570,ZNF570
ZNF571,ZNF571
ZNF572,ZNF572
ZNF573,ZNF573
ZNF574,ZNF574
ZNF575,ZNF575
ZNF576,ZNF576
ZNF577,ZNF577
ZNF578,ZNF578
ZNF579,ZNF579
ZNF580,ZNF580
ZNF581,ZNF581
ZNF582,ZNF582
ZNF583,ZNF583
ZNF584,ZNF584
ZNF585A,ZNF585A
ZNF585B,ZNF585B
ZNF586,ZNF586
ZNF587,ZNF587
ZNF587B,ZNF587B
ZNF589,ZNF589
ZNF592,ZNF592
ZNF594,ZNF594
ZNF595,ZNF595
ZNF596,ZNF596
ZNF597,ZNF597
ZNF598,ZNF598
ZNF599,ZNF599
ZNF600,ZNF600
ZNF605,ZNF605
ZNF606,ZNF606
ZNF607,ZNF607
ZNF608,ZNF608
ZNF609,ZNF609
ZNF610,ZNF610
ZNF611,ZNF611
ZNF613,ZNF613
ZNF614,ZNF614
ZNF615,ZNF615
ZNF616,ZNF616
ZNF618,ZNF618
ZNF619,ZNF619
ZNF620,ZNF620
ZNF621,ZNF621
ZNF623,ZNF623
ZNF624,ZNF624
ZNF625,ZNF625
ZNF626,ZNF626
ZNF627,ZNF627
ZNF628,ZNF628
ZNF629,ZNF629
ZNF630,ZNF630
ZNF639,ZNF639
ZNF641,ZNF641
ZNF644,ZNF644
ZNF646,ZNF646
ZNF648,ZNF648
ZNF649,ZNF649
ZNF652,ZNF652
ZNF653,ZNF653
ZNF654,ZNF654
ZNF655,ZNF655
ZNF658,ZNF658
ZNF660,ZNF660
ZNF662,ZNF662
ZNF664,ZNF664
ZNF665,ZNF665
ZNF667,ZNF667
ZNF668,ZNF668
ZNF669,ZNF669
ZNF670,ZNF670
ZNF671,ZNF671
ZNF672,ZNF672
ZNF674,ZNF674
ZNF675,ZNF675
ZNF676,ZNF676
ZNF677,ZNF677
ZNF678,ZNF678
ZNF679,ZNF679
ZNF680,ZNF680
ZNF681,ZNF681
ZNF682,ZNF682
ZNF683,ZNF683
ZNF684,ZNF684
ZNF687,ZNF687
ZNF688,ZNF688
ZNF689,ZNF689
ZNF691,ZNF691
ZNF692,ZNF692
ZNF695,ZNF695
ZNF696,ZNF696
ZNF697,ZNF697
ZNF699,ZNF699
ZNF700,ZNF700
ZNF701,ZNF701
ZNF703,ZNF703
ZNF704,ZNF704
ZNF705A,ZNF705A
ZNF705B,ZNF705B
ZNF705D,ZNF705D
ZNF705G,ZNF705G
ZNF706,ZNF706
ZNF707,ZNF707
ZNF708,ZNF708
ZNF709,ZNF709
ZNF710,ZNF710
ZNF711,ZNF711
ZNF713,ZNF713
ZNF716,ZNF716
ZNF717,ZNF717
ZNF721,ZNF721
ZNF724,ZNF724
ZNF726,ZNF726
ZNF727,ZNF727
ZNF728,ZNF728
ZNF729,ZNF729
ZNF730,ZNF730
ZNF732,ZNF732
ZNF735,ZNF735
ZNF736,ZNF736
ZNF737,ZNF737
ZNF740,ZNF740
ZNF746,ZNF746
ZNF747,ZNF747
ZNF749,ZNF749
ZNF750,ZNF750
ZNF761,ZNF761
ZNF763,ZNF763
ZNF764,ZNF764
ZNF765,ZNF765
ZNF766,ZNF766
ZNF768,ZNF768
ZNF770,ZNF770
ZNF771,ZNF771
ZNF772,ZNF772
ZNF773,ZNF773
ZNF774,ZNF774
ZNF775,ZNF775
ZNF776,ZNF776
ZNF777,ZNF777
ZNF778,ZNF778
ZNF780A,ZNF780A
ZNF780B,ZNF780B
ZNF781,ZNF781
ZNF782,ZNF782
ZNF783,ZNF783
ZNF784,ZNF784
ZNF785,ZNF785
ZNF786,ZNF786
ZNF787,ZNF787
ZNF788P,ZNF788P
ZNF789,ZNF789
ZNF790,ZNF790
ZNF791,ZNF791
ZNF792,ZNF792
ZNF793,ZNF793
ZNF799,ZNF799
ZNF800,ZNF800
ZNF804A,ZNF804A
ZNF804B,ZNF804B
ZNF808,ZNF808
ZNF814,ZNF814
ZNF816,ZNF816
ZNF821,ZNF821
ZNF823,ZNF823
ZNF827,ZNF827
ZNF829,ZNF829
ZNF830,ZNF830
ZNF831,ZNF831
ZNF835,ZNF835
ZNF836,ZNF836
ZNF837,ZNF837
ZNF841,ZNF841
ZNF843,ZNF843
ZNF844,ZNF844
ZNF845,ZNF845
ZNF846,ZNF846
ZNF850,ZNF850
ZNF852,ZNF852
ZNF853,ZNF853
ZNF860,ZNF860
ZNF865,ZNF865
ZNF875,ZNF875
ZNF878,ZNF878
ZNF879,ZNF879
ZNF880,ZNF880
ZNF883,ZNF883
ZNF888,ZNF888
ZSCAN2,ZSCAN2
ZSCAN4,ZSCAN4
ZSCAN5A,ZSCAN5A
ZSCAN5B,ZSCAN5B
ZSCAN5C,ZSCAN5C
ZSCAN9,ZSCAN9
ZSCAN10,ZSCAN10
ZSCAN12,ZSCAN12
ZSCAN16,ZSCAN16
ZSCAN18,ZSCAN18
ZSCAN20,ZSCAN20
ZSCAN21,ZSCAN21
ZSCAN22,ZSCAN22
ZSCAN23,ZSCAN23
ZSCAN25,ZSCAN25
ZSCAN26,ZSCAN26
ZSCAN29,ZSCAN29
ZSCAN30,ZSCAN30
ZSCAN31,ZSCAN31
ZSCAN32,ZSCAN32
ZUP1,ZUP1
ZXDA,ZXDA
ZXDB,ZXDB
ZXDC,ZXDC
ZZZ3,ZZZ3
